trial_id,date,name,engine,window,sharpe,cagr,max_dd,n_trials_represented,source,notes
S11WB_001,2026-07-02,A_b126_252_n8_wk_fON,daily_ledger_v1,2008-2017_dev,0.382,4.14,-21.88,1,dev,cost=10bps;owner-authorized-budget-expansion
S11WB_002,2026-07-02,A_b126_252_n8_wk_fON,daily_ledger_v1,2008-2017_dev,0.204,1.8,-25.8,1,dev,cost=20bps;owner-authorized-budget-expansion
S11WB_003,2026-07-02,B_b63_126_n8_wk_fON,daily_ledger_v1,2008-2017_dev,0.205,1.84,-24.8,1,dev,cost=10bps;owner-authorized-budget-expansion
S11WB_004,2026-07-02,B_b63_126_n8_wk_fON,daily_ledger_v1,2008-2017_dev,-0.011,-0.99,-26.58,1,dev,cost=20bps;owner-authorized-budget-expansion
S11WB_005,2026-07-02,C_b126_252_n5_wk_fON,daily_ledger_v1,2008-2017_dev,0.183,1.65,-31.34,1,dev,cost=10bps;owner-authorized-budget-expansion
S11WB_006,2026-07-02,C_b126_252_n5_wk_fON,daily_ledger_v1,2008-2017_dev,0.017,-0.95,-37.75,1,dev,cost=20bps;owner-authorized-budget-expansion
S11WB_007,2026-07-02,D_b126_252_n12_wk_fON,daily_ledger_v1,2008-2017_dev,0.496,4.97,-16.75,1,dev,cost=10bps;owner-authorized-budget-expansion
S11WB_008,2026-07-02,D_b126_252_n12_wk_fON,daily_ledger_v1,2008-2017_dev,0.332,3.1,-18.49,1,dev,cost=20bps;owner-authorized-budget-expansion
S11WB_009,2026-07-02,E_b126_252_n8_bw_fON,daily_ledger_v1,2008-2017_dev,0.495,5.66,-21.6,1,dev,cost=10bps;owner-authorized-budget-expansion
S11WB_010,2026-07-02,E_b126_252_n8_bw_fON,daily_ledger_v1,2008-2017_dev,0.384,4.17,-23.48,1,dev,cost=20bps;owner-authorized-budget-expansion
S11WB_011,2026-07-02,F_b126_252_n8_wk_fOFF,daily_ledger_v1,2008-2017_dev,0.372,4.01,-21.88,1,dev,cost=10bps;owner-authorized-budget-expansion
S11WB_012,2026-07-02,F_b126_252_n8_wk_fOFF,daily_ledger_v1,2008-2017_dev,0.195,1.68,-26.67,1,dev,cost=20bps;owner-authorized-budget-expansion
S11WB_013,2026-07-02,G_b63_126_n5_wk_fON,daily_ledger_v1,2008-2017_dev,0.092,0.22,-29.9,1,dev,cost=10bps;owner-authorized-budget-expansion
S11WB_014,2026-07-02,G_b63_126_n5_wk_fON,daily_ledger_v1,2008-2017_dev,-0.107,-2.82,-40.07,1,dev,cost=20bps;owner-authorized-budget-expansion
S11WB_015,2026-07-02,H_b63_126_n8_bw_fON,daily_ledger_v1,2008-2017_dev,0.409,4.64,-19.17,1,dev,cost=10bps;owner-authorized-budget-expansion
S11WB_016,2026-07-02,H_b63_126_n8_bw_fON,daily_ledger_v1,2008-2017_dev,0.27,2.73,-20.27,1,dev,cost=20bps;owner-authorized-budget-expansion
S11WB_017,2026-07-02,I_b126_252_n12_bw_fON,daily_ledger_v1,2008-2017_dev,0.594,6.11,-18.78,1,dev,cost=10bps;owner-authorized-budget-expansion
S11WB_018,2026-07-02,I_b126_252_n12_bw_fON,daily_ledger_v1,2008-2017_dev,0.496,4.98,-19.47,1,dev,cost=20bps;owner-authorized-budget-expansion
S11WB_019,2026-07-02,J_b63_126_n12_wk_fON,daily_ledger_v1,2008-2017_dev,0.504,5.19,-18.98,1,dev,cost=10bps;owner-authorized-budget-expansion
S11WB_020,2026-07-02,J_b63_126_n12_wk_fON,daily_ledger_v1,2008-2017_dev,0.298,2.77,-20.88,1,dev,cost=20bps;owner-authorized-budget-expansion
S11WB_021,2026-07-02,I_b126_252_n12_bw_fON,daily_ledger_v1,2008-2017_dev,0.692,7.26,-18.16,1,diagnostic,cost=0bps;signal-vs-cost-attribution;owner-authorized-budget-expansion
