trial_id,date,name,engine,window,sharpe,cagr,max_dd,n_trials_represented,source,notes
S15-01,2026-07-02,blend126_252_true_signal_monthend_10bps,daily_ledger_v1,2005-01-01..2026-06-30,0.848,0.1242,-0.1737,1,study15_cls_flip,"engineering measurement (stale-signal bracket baseline), cost=10bps/side, cash SHV; OWNER-AUTHORIZED quarterly budget expansion"
S15-02,2026-07-02,blend126_252_true_signal_monthend_20bps,daily_ledger_v1,2005-01-01..2026-06-30,0.798,0.1157,-0.1800,1,study15_cls_flip,"engineering measurement (stale-signal bracket baseline), cost=20bps/side, cash SHV; OWNER-AUTHORIZED quarterly budget expansion"
S15-03,2026-07-02,blend126_252_stale_tminus1_signal_monthend_10bps,daily_ledger_v1,2005-01-01..2026-06-30,0.815,0.1211,-0.2101,1,study15_cls_flip,"one-day-stale signal at same decision dates (upper bound on 15:45 staleness): -31 bps/yr / -0.033 Sharpe vs true, cost=10bps/side; OWNER-AUTHORIZED quarterly budget expansion"
S15-04,2026-07-02,blend126_252_stale_tminus1_signal_monthend_20bps,daily_ledger_v1,2005-01-01..2026-06-30,0.768,0.1130,-0.2193,1,study15_cls_flip,"one-day-stale signal at same decision dates (upper bound on 15:45 staleness): -27 bps/yr / -0.029 Sharpe vs true, cost=20bps/side; OWNER-AUTHORIZED quarterly budget expansion"
S15-05,2026-07-02,flip_stats_monthend_t_vs_tminus1,daily_ledger_v1,2005-01-01..2026-06-30,,,,1,study15_cls_flip,"engineering measurement (no NAV): top-3 set identical 72.5% (bar >=90) / gate flips 3.1% (bar <=2) at offset 0 -> pre-registered viability bar FAILS; rates are upper bounds on the real 15:45-vs-close gap; OWNER-AUTHORIZED quarterly budget expansion"
