date,nf_buy,nf_sell,wgap_buy,wgap_sell,open_drift_cost,open_minus_close_fill
2007-02-01,1.0,1.0,0.004859042765653779,0.00040480609797843847,0.004454236667675341,-0.0038102036166615485
2007-03-01,0.6666666666666666,0.6666666666666665,-0.002977785151515773,-0.012716910982587485,0.009739125831071713,-0.008613747332017732
2007-04-02,0.016401843342454144,0.0164018433424542,3.9865952772770853e-07,-5.4307486304866754e-06,5.829408158214384e-06,-0.00014858754898830275
2007-05-01,0.6666666666666666,0.6666666666666666,0.0007498864452112711,-0.0002643000901970398,0.0010141865354083108,0.0016051267690616708
2007-06-01,0.6666666666666666,0.6666666666666665,0.0030720820355418788,0.003404476409428196,-0.00033239437388631705,-0.0023038560984161476
2007-07-02,0.0023717936594270053,0.002371793659427005,7.411911227027813e-06,5.915565794597565e-06,1.4963454324302479e-06,-1.6779058729325314e-05
2007-08-01,0.3333333333333333,0.3333333333333334,-0.000981778263623149,0.002805643214546363,-0.003787421478169512,0.0025943410966059364
2007-09-04,0.6666666666666666,0.6666666666666667,0.0014250447743287726,-0.0005735663313314981,0.001998611105660271,-0.007477431297730012
2007-10-01,0.6666666666666666,0.6666666666666667,-0.00031345961412125123,0.002197681804980723,-0.002511141419101974,0.0030230303638910157
2007-11-01,0.3333333333333333,0.33333333333333326,-0.0018559375602450097,-0.004792732833952161,0.0029367952737071514,0.0007660538535849632
2007-12-03,0.3387998391684132,0.3387998391684132,-0.0026396293712281815,-0.00139054374058811,-0.0012490856306400715,0.005132751074323827
2008-01-02,0.3333333333333333,0.3333333333333333,0.00032438564312120555,0.0007964055158801275,-0.00047201987275892194,0.006864999800840076
2008-02-01,0.039079343787371,0.039079343787371094,0.0005165684573499823,0.00013804720994862026,0.0003785212474013621,0.0013274063826673728
2008-03-03,0.01319229473035399,0.013192294730353899,3.607078055139605e-06,6.202791236298506e-05,-5.842083430784545e-05,-0.00010008622939839074
2008-04-01,0.01984574486310989,0.019845744863109936,-0.0005597467969857674,-4.488141720149573e-05,-0.0005148653797842716,-0.0003129794918145006
