universe,tiebreak,window,sharpe,cagr,max_dd,ann_turnover
U1_incumbent,s4_order,dev_to_2017-12-31,1.0045034946182627,0.13810405337695864,-0.17369578852747625,6.332530416582872
U1_incumbent,s4_order,full_2005_latest,0.9139374797980115,0.14064079044417932,-0.17369578852747625,7.476361832691861
U2_sectors,s4_order,dev_to_2017-12-31,0.6370720346644467,0.0747378405710466,-0.1699535505258093,7.965095680673084
U2_sectors,s4_order,full_2005_latest,0.6251329533193495,0.07386573541732888,-0.2077321778995922,8.585223653647969
U3_cross_asset,s4_order,dev_to_2017-12-31,0.9635431675675417,0.11753912942485045,-0.14674872124862504,6.360109653554903
U3_cross_asset,s4_order,full_2005_latest,0.7332105266384752,0.08853054400230342,-0.24998475487835614,7.579812393823457
U4_no_semis,s4_order,dev_to_2017-12-31,1.0212340942737639,0.13320802873661175,-0.16810248231983693,5.746572895069425
U4_no_semis,s4_order,full_2005_latest,0.8934239957323573,0.1278241896392891,-0.16810248231983693,6.381113202436394
