rule,scheme,cost_bps,cagr,sharpe,max_dd,ann_turnover,ann_cost_drag_bps,trades_per_year
gem,tranche2,10.0,0.0865971094387985,0.6067074642716827,-0.33717267690003405,3.677140835423102,36.77140835423102,7.341708542713568
gem,tranche2,20.0,0.08257897076898435,0.5831418266427193,-0.33717267690003394,3.6737826600276273,73.47565320055254,7.341708542713568
gem,tranche4,10.0,0.08163347949976885,0.5805398301384657,-0.3371726769000343,3.6851367159373773,36.85136715937377,14.683417085427136
gem,tranche4,20.0,0.07764537861726306,0.5569080793001865,-0.33717267690003394,3.6815930150925023,73.63186030185007,14.683417085427136
rot63,tranche2,10.0,0.12605788000673446,0.8626035781092564,-0.1985309904318585,9.914253847559158,99.14253847559159,97.04232701971397
rot63,tranche2,20.0,0.11492347835287631,0.7967553264803536,-0.20011030973357835,9.91083543718093,198.2167087436186,97.04232701971397
rot63,tranche4,10.0,0.12355537801275118,0.849555038456886,-0.22985056481861255,9.860867340565477,98.60867340565476,193.51990722844994
rot63,tranche4,20.0,0.1124917352871242,0.7838205477431167,-0.23130855595635813,9.855745377037909,197.11490754075817,193.51990722844994
