run,legs,sharpe,cagr,max_dd
base,"[(126, 0, False), (252, 0, False)]",1.0045034946182627,0.13810405337695864,-0.17369578852747625
leg0_126to101,"[(101, 0, False), (252, 0, False)]",0.9487282513837247,0.1284558962160467,-0.1736957885274767
leg0_126to151,"[(151, 0, False), (252, 0, False)]",0.9153655537783725,0.12370314438894314,-0.17301325052830574
leg1_252to202,"[(126, 0, False), (202, 0, False)]",0.9370778609532111,0.12559813700450495,-0.17369578852747625
leg1_252to302,"[(126, 0, False), (302, 0, False)]",0.9748776106916581,0.1332494660563981,-0.17369578852747625
incumbent_base,"[(63, 0, False)]",0.9306109452356638,0.11277862609007894,-0.16195977923521165
incumbent_63to50,"[(50, 0, False)]",0.823374178879011,0.09567051161316242,-0.15674318159057854
incumbent_63to76,"[(76, 0, False)]",0.8546770451015173,0.10541018304980154,-0.20469821965766055
